UserID,University,StartTime,EndTime
2568,Tufts University,4/22/2017,06/08/2019
2569,"University of Maryland, Baltimore County",04/12/2017,11/15/2019
2570,Georgia Institute of Technology,12/08/2017,03/10/2018
2571,University of Massachusetts Amherst,9/30/2016,09/07/2019
2576,Georgia Institute of Technology,7/13/2016,04/01/2019
2577,Michigan State University,7/20/2016,7/24/2018
2581,University of Michigan,2/21/2017,9/17/2018
2585,Rensselaer Polytechnic University,12/16/2016,06/06/2018
2585,Virginia Polytechnic Institute and State University,3/15/2017,5/18/2019
2585,George Washington University,1/22/2017,2/19/2020
2586,University of Connecticut,12/30/2017,10/25/2019
2586,Yale University,8/13/2017,7/25/2018
2588,Cornell University,07/03/2016,2/25/2019
2588,University of Oklahoma,7/28/2016,01/08/2019
2589,Brown University,11/06/2017,05/04/2018
2590,Arizona State University,2/26/2017,03/04/2020
2590,Boston College,9/17/2016,01/02/2019
2590,University of Rochester,5/15/2017,12/30/2018
2591,University of Washington,4/20/2017,2/15/2019
2591,Clark University,09/08/2016,1/20/2019
2593,University of Vermont,1/27/2017,10/27/2019
2593,Rensselaer Polytechnic University,5/16/2016,8/27/2018
2593,Georgia Institute of Technology,06/06/2016,6/23/2019
2597,Tufts University,04/02/2017,01/10/2020
2601,The New School,11/09/2016,5/30/2018
2602,Rensselaer Polytechnic University,12/17/2017,3/16/2019
2603,University of Minnesota,09/09/2016,6/14/2018
2603,North Carolina State University,08/11/2017,7/19/2018
2603,Brandeis University,08/01/2017,10/22/2018
2605,University at Buffalo SUNY,10/22/2017,11/29/2019
2605,University of Colorado Boulder,12/11/2017,08/02/2019
2605,"University of California, Davis",10/05/2017,3/26/2020
2609,Pennsylvania State University,11/30/2017,1/24/2018
2611,Iowa State University,11/01/2016,5/14/2019
2611,Dartmouth College,6/18/2016,2/20/2020
2612,University of New Mexico,2/18/2017,2/24/2018
2612,University of Wisconsin-Madison,1/15/2017,04/09/2020
2613,"University of California, San Diego (UCSD)",12/01/2017,04/06/2019
2614,University at Buffalo SUNY,09/12/2017,12/29/2018
2614,Yale University,7/22/2016,3/26/2019
2614,University of Hawai,6/16/2017,04/02/2018
2615,Arizona State University,04/01/2017,4/27/2018
2616,Northeastern University,2/23/2017,09/03/2018
2616,"University of California, Santa Cruz",10/20/2017,8/29/2018
2617,Carnegie Mellon University,2/26/2017,10/30/2019
2617,University of Vermont,12/30/2017,03/09/2018
2618,Northwestern University,1/26/2017,10/03/2019
2620,The University of Arizona,1/21/2017,04/02/2020
2620,Washington State University,11/30/2017,2/16/2019
2620,University of Delaware,07/02/2016,07/08/2018
2622,Clark University,12/28/2016,03/06/2018
2622,Massachusets Institute of Technology,04/02/2017,7/30/2018
2622,University of Chicago,11/26/2016,1/28/2020
2624,Emory University,11/07/2017,3/18/2018
2628,"University of California, Davis",12/23/2016,09/03/2019
2628,Purdue University,8/21/2016,7/17/2018
2628,Illinois Institute of Technology,8/27/2017,08/04/2018
2630,"Stony Brook University, State University of New York",8/27/2017,2/20/2020
2630,University of Colorado Boulder,11/25/2016,12/13/2018
2630,Wake Forest University,12/05/2017,01/10/2020
2632,University of Michigan,1/18/2017,1/24/2019
2633,University of New Mexico,11/15/2016,3/31/2020
2634,The University of Georgia,12/03/2016,05/12/2018
2634,Carnegie Mellon University,11/11/2016,08/03/2019
2634,University of Virginia,6/29/2017,4/16/2019
2637,University of Massachusetts Amherst,08/02/2016,08/09/2018
2637,University of South Florida,06/01/2017,2/21/2018
2637,George Washington University,8/28/2016,8/18/2018
2639,The Ohio State University,6/26/2016,07/04/2019
2639,North Carolina State University,12/18/2017,9/19/2018
2639,University of Iowa,8/29/2017,1/20/2019
2640,Georgia Institute of Technology,6/21/2017,2/20/2018
2640,University of Miami,12/08/2017,06/06/2019
2643,Vanderbilt University,06/02/2016,8/14/2018
2643,The University of Georgia,10/04/2016,02/09/2018
2646,"University of California, Davis",4/29/2017,08/03/2018
2647,University of Pennsylvania,3/14/2017,10/03/2019
2647,Yale University,12/01/2017,10/16/2019
2649,"University of California, Irvine",12/16/2016,04/07/2018
2649,"University of North Carolina, Chapel Hill",7/28/2016,9/19/2019
2652,The University of Georgia,4/13/2017,1/31/2019
2652,University of Oklahoma,03/01/2017,1/27/2018
2652,Purdue University,2/22/2017,12/27/2019
2653,Georgetown University,11/21/2016,02/11/2020
2653,Carnegie Mellon University,11/21/2016,09/06/2018
2655,Michigan State University,02/09/2017,4/15/2019
2655,Virginia Polytechnic Institute and State University,05/11/2017,1/23/2020
2656,Brandeis University,3/28/2017,11/21/2018
2657,University of Hawai,12/14/2017,05/04/2018
2662,University of New Mexico,9/23/2017,07/08/2018
2664,University of New Mexico,05/01/2017,12/13/2018
2665,Indiana University Bloomington,12/11/2017,6/14/2018
2668,Wayne State University,12/31/2016,01/12/2018
2673,Colorado State University,3/20/2017,8/26/2019
2673,Wayne State University,12/23/2016,3/17/2019
2676,Brown University,11/13/2017,4/20/2018
2677,Northwestern University,10/25/2017,2/17/2018
2677,Purdue University,02/09/2017,9/22/2018
2682,Pennsylvania State University,11/29/2016,11/26/2018
2684,Illinois Institute of Technology,10/18/2016,4/17/2018
2684,Pennsylvania State University,9/13/2016,5/17/2018
2685,Cornell University,5/19/2017,8/16/2018
2688,Case Western Reserve University,11/08/2017,9/22/2019
2688,University of Hawai,05/10/2017,11/18/2019
2688,University of Notre Dame,10/12/2016,4/16/2020
2689,Virginia Polytechnic Institute and State University,9/23/2017,02/07/2018
2690,University of Vermont,10/29/2016,11/23/2019
2690,New York University,03/05/2017,11/27/2018
2691,University of Iowa,8/20/2017,8/13/2019
2696,Illinois Institute of Technology,10/09/2016,12/17/2019
2700,"University of Colorado, Denver",06/06/2016,9/29/2019
2701,University of Wisconsin-Madison,1/15/2017,07/08/2018
2702,New York University,5/29/2017,11/28/2018
2704,University of Pittsburgh,12/20/2017,08/07/2019
2704,University of Wisconsin-Madison,09/01/2016,5/21/2019
2704,"University of California, Santa Cruz",6/14/2017,9/28/2019
2710,Vanderbilt University,09/04/2016,05/10/2019
2711,Northwestern University,6/28/2017,1/19/2019
2717,University of Minnesota,01/08/2017,08/11/2018
2717,Boston University,5/25/2017,07/12/2018
2717,University of Kansas,04/05/2017,04/07/2019
2718,Duke University,09/04/2016,3/29/2019
2718,Tulane University,7/26/2016,11/17/2018
2719,University of Notre Dame,12/24/2016,10/21/2019
2719,University of Connecticut,12/14/2016,7/14/2018
2721,Johns Hopkins University,10/18/2016,08/12/2018
2721,"University of North Carolina, Chapel Hill",04/06/2017,7/31/2018
2727,Wayne State University,11/03/2017,10/17/2018
2727,Boston University,08/08/2016,3/24/2018
2728,"University of Maryland, Baltimore County",5/24/2016,10/16/2018
2729,"University of California, Berkeley (UCB)",08/06/2016,8/22/2019
2729,Florida State University,11/08/2017,9/25/2019
2730,Northwestern University,04/09/2017,3/29/2018
2731,"University of California, San Diego (UCSD)",1/13/2017,03/11/2018
2732,University of Michigan,11/02/2017,5/21/2018
2732,"University of California, Berkeley (UCB)",10/19/2017,12/23/2019
2736,University of Florida,07/05/2017,6/26/2018
2736,"University of California, Santa Barbara (UCSB)",1/22/2017,10/17/2019
2738,University of Kansas,2/21/2017,9/14/2018
2738,University of Pittsburgh,12/23/2017,07/06/2018
2738,Johns Hopkins University,5/26/2017,08/02/2019
2739,University of Miami,7/22/2016,02/08/2019
2740,University of Hawai,07/07/2017,10/01/2018
2740,The University of Georgia,06/06/2016,1/26/2018
2740,"University of California, Davis",10/18/2017,01/12/2018
2741,Brandeis University,8/19/2016,6/15/2019
2741,New York University,10/26/2016,4/18/2018
2741,Georgia Institute of Technology,05/11/2016,11/22/2019
2743,Columbia University,10/20/2017,04/05/2020
2744,"University of California, Santa Barbara (UCSB)",10/11/2017,05/05/2018
2744,University of Minnesota,11/22/2016,12/12/2019
2744,University of Southern California,5/22/2016,12/21/2019
2746,Howard University,5/13/2017,1/20/2018
2747,University of Rochester,12/29/2016,11/15/2019
2747,Purdue University,07/02/2016,2/24/2019
2748,"University of California, Davis",3/22/2017,03/03/2018
2748,Columbia University,3/17/2017,09/08/2018
2751,The Ohio State University,4/25/2017,3/25/2019
2756,Rice University,12/11/2016,3/20/2018
2757,New York University,3/15/2017,3/31/2020
2757,University of Michigan,4/19/2017,8/31/2018
2760,Texas A&M University,9/16/2016,8/31/2018
2762,Yale University,12/01/2017,08/07/2018
2762,University of Illinois at Urbana-Champaign,5/14/2017,08/11/2019
2762,Brandeis University,9/23/2017,2/25/2020
2763,"University of California, Santa Cruz",12/08/2016,10/03/2019
2765,University of Wisconsin-Madison,10/01/2017,4/19/2019
2767,Wayne State University,6/30/2017,2/15/2018
2767,Virginia Polytechnic Institute and State University,5/17/2016,03/08/2020
2767,New York University,6/27/2017,07/01/2018
2768,University of Southern California,9/30/2016,2/25/2019
2769,University of Miami,9/14/2016,11/29/2019
2770,University of Oklahoma,12/29/2017,10/08/2018
2771,University of Minnesota,11/15/2016,11/29/2019
2771,Johns Hopkins University,12/18/2016,10/30/2018
2771,"University of California, Riverside",8/13/2016,11/11/2019
2772,Colorado State University,12/14/2017,8/17/2018
2773,"The University of Tennessee, Knoxville",12/15/2016,11/18/2019
2774,Princeton University,12/28/2016,01/08/2018
2776,Indiana University Bloomington,5/16/2017,2/13/2019
2777,Drexel University,10/19/2017,11/04/2019
2778,Columbia University,08/08/2016,11/25/2018
2779,"University of California, Santa Cruz",04/02/2017,04/01/2020
2779,Lehigh University,4/17/2017,12/22/2019
2781,"University of Maryland, Baltimore County",4/19/2017,9/28/2018
2781,"University of California, Berkeley (UCB)",9/16/2016,4/20/2020
2781,"University of California, Santa Cruz",06/10/2016,02/03/2018
2783,Brandeis University,4/29/2016,04/03/2020
2783,University of Pennsylvania,3/18/2017,5/14/2018
2784,Northeastern University,09/08/2016,4/23/2019
2787,University of Hawai,3/19/2017,4/18/2019
2789,Dartmouth College,03/11/2017,04/07/2019
2789,Florida State University,03/05/2017,11/20/2018
2789,University of Massachusetts Amherst,03/11/2017,7/19/2018
2790,University of Florida,8/27/2017,10/11/2018
2790,University of Michigan,8/29/2016,12/08/2018
2790,Rensselaer Polytechnic University,09/05/2017,11/08/2018
2791,Rutgers University - New Brunswick,1/29/2017,9/24/2019
2791,University at Buffalo SUNY,10/06/2016,01/08/2019
2791,University of Texas Dallas,11/20/2016,02/07/2019
2792,"University of North Carolina, Chapel Hill",1/29/2017,2/15/2018
2792,The Ohio State University,5/18/2017,08/02/2019
2792,Virginia Polytechnic Institute and State University,9/18/2016,2/27/2020
2793,Harvard University,3/25/2017,05/11/2019
2793,Virginia Polytechnic Institute and State University,09/07/2016,3/19/2020
2793,Washington State University,07/07/2016,9/27/2019
2794,Massachusets Institute of Technology,12/25/2016,1/26/2020
2794,University of Pittsburgh,06/08/2017,5/18/2018
2795,Emory University,11/03/2017,10/14/2018
2797,Washington University in St. Louis,12/25/2016,04/04/2018
2799,University of Utah,5/25/2017,11/26/2018
2800,Massachusets Institute of Technology,08/04/2017,5/18/2019
2803,The New School,10/14/2016,5/13/2018
2803,The University of Arizona,02/06/2017,03/06/2019
2803,The University of Georgia,9/19/2017,3/17/2020
2804,Dartmouth College,05/11/2017,11/08/2019
2804,The University of Georgia,01/11/2017,10/12/2018
2804,Wake Forest University,05/10/2017,11/05/2018
2808,Brown University,12/01/2017,8/28/2018
2809,New York University,8/21/2016,2/24/2018
2809,Florida State University,12/17/2016,6/13/2019
2809,"The University of Tennessee, Knoxville",9/24/2016,10/04/2019
2810,George Washington University,10/03/2016,2/27/2019
2812,University of Chicago,5/25/2017,06/02/2019
2813,University of Florida,7/14/2017,12/20/2019
2818,Rutgers University - New Brunswick,2/28/2017,03/11/2020
2818,Wake Forest University,06/04/2017,03/10/2020
2818,"University of California, Los Angeles (UCLA)",4/13/2017,2/16/2019
2821,Texas A&M University,05/06/2016,03/01/2019
2822,New York University,01/05/2017,1/14/2019
2822,"University of Maryland, College Park",08/05/2017,08/12/2018
2822,University of New Mexico,10/07/2016,12/05/2019
2823,University of Texas at Austin,11/15/2017,7/19/2019
2823,George Washington University,09/10/2017,12/13/2019
2824,"University of Colorado, Denver",8/21/2017,11/30/2018
2826,University at Buffalo SUNY,07/05/2016,2/26/2019
2827,Washington University in St. Louis,12/03/2016,07/07/2018
2827,Duke University,10/02/2016,7/15/2019
2827,Howard University,05/04/2016,12/29/2019
2830,North Carolina State University,04/11/2017,9/22/2018
2830,University of Texas at Austin,06/02/2016,7/26/2019
2830,"University of California, Santa Barbara (UCSB)",06/11/2017,01/08/2019
2831,Brandeis University,12/27/2017,1/16/2019
2833,University of Rochester,05/11/2017,12/28/2018
2835,Stanford University,6/15/2016,4/14/2020
2837,University of New Mexico,12/11/2017,4/29/2019
2841,"The University of Tennessee, Knoxville",6/29/2017,1/20/2020
2842,Iowa State University,08/11/2016,1/19/2020
2842,Northeastern University,8/26/2017,03/05/2018
2844,Columbia University,5/29/2017,10/26/2019
2844,University of Texas at Austin,6/27/2016,3/30/2020
2844,University of Texas Dallas,09/05/2017,01/07/2018
2846,Carnegie Mellon University,10/10/2016,02/09/2019
2846,Pennsylvania State University,10/30/2017,7/22/2018
2846,Florida State University,5/22/2017,2/13/2020
2847,Carnegie Mellon University,07/09/2016,08/09/2019
2848,University of Chicago,6/30/2017,02/07/2020
2848,Drexel University,11/26/2016,07/01/2018
2848,"University of North Carolina, Chapel Hill",9/19/2017,1/23/2018
2851,Wake Forest University,5/18/2017,01/03/2018
2851,"University of California, Riverside",12/05/2017,06/03/2018
2851,University of Delaware,03/11/2017,05/03/2019
2852,"University of California, Berkeley (UCB)",06/01/2017,3/23/2019
2856,University of New Mexico,9/13/2017,2/17/2020
2857,Cornell University,11/22/2016,2/27/2019
2861,"University of Illinois, Chicago (UIC)",10/02/2017,02/02/2019
2861,Brown University,6/22/2017,12/15/2019
2861,"University of California, Los Angeles (UCLA)",06/06/2016,1/24/2020
2863,Virginia Polytechnic Institute and State University,5/18/2017,04/06/2019
2863,Tufts University,02/08/2017,3/31/2018
2863,University at Buffalo SUNY,05/03/2017,2/21/2018
2876,University of Oklahoma,7/13/2017,3/18/2020
2876,Clark University,2/22/2017,5/23/2018
2878,"University of North Carolina, Chapel Hill",5/15/2017,11/14/2018
2878,University of Washington,4/26/2017,9/30/2018
2878,Vanderbilt University,12/15/2017,2/20/2020
2879,University of Colorado Boulder,03/08/2017,6/20/2019
2881,University of Connecticut,8/28/2017,4/13/2019
2882,Massachusets Institute of Technology,7/21/2017,05/05/2018
2882,The New School,12/14/2016,11/29/2018
2883,"University of California, Riverside",5/21/2017,3/17/2020
2884,North Carolina State University,08/01/2017,03/10/2020
2884,University of Miami,10/28/2016,10/27/2019
2884,Clark University,08/01/2016,08/09/2018
2885,University of Chicago,7/13/2017,11/10/2019
2888,University of Michigan,1/29/2017,4/21/2018
2891,Washington University in St. Louis,05/04/2016,08/11/2019
2894,University of Pennsylvania,1/23/2017,09/10/2018
2894,Northwestern University,9/27/2016,01/11/2018
2895,University of Kansas,07/09/2017,4/28/2019
2895,California Institute of Technology (Caltech),3/13/2017,1/28/2018
2895,Washington University in St. Louis,08/06/2016,7/28/2018
2896,University of Massachusetts Amherst,12/26/2016,2/15/2020
2897,The University of Arizona,9/17/2016,11/18/2018
2897,University of Delaware,5/26/2017,7/22/2019
2898,Brown University,5/29/2016,07/06/2019
2902,University of Michigan,10/17/2016,04/08/2019
2905,Virginia Polytechnic Institute and State University,3/23/2017,5/21/2018
2905,University of Miami,9/18/2016,3/26/2018
2905,"University of Colorado, Denver",6/15/2016,01/08/2018
2907,"University of Colorado, Denver",5/15/2016,4/26/2018
2910,University of Illinois at Urbana-Champaign,11/20/2017,07/03/2019
2910,Johns Hopkins University,06/11/2017,3/18/2018
2910,Massachusets Institute of Technology,06/09/2017,09/02/2019
2911,University of South Florida,10/22/2016,07/06/2018
2911,"University of Maryland, College Park",04/11/2017,08/10/2018
2912,Texas A&M University,12/27/2017,9/21/2019
2912,University of Hawai,5/20/2017,05/01/2018
2912,Johns Hopkins University,12/10/2016,06/01/2018
2913,University of Washington,05/06/2017,01/04/2018
2914,University of Connecticut,12/22/2016,06/11/2018
2915,"University of Maryland, Baltimore County",06/07/2017,8/26/2019
2917,University at Buffalo SUNY,05/12/2016,03/03/2018
2917,University of Virginia,10/18/2016,6/23/2018
2917,Princeton University,11/18/2016,07/11/2019
2918,Colorado State University,2/21/2017,10/20/2019
2918,University of Illinois at Urbana-Champaign,5/19/2016,3/13/2018
2918,University of South Florida,8/28/2016,9/13/2019
2919,University of Texas at Austin,12/11/2016,3/28/2020
2920,University of Delaware,6/24/2016,9/27/2019
2923,Georgetown University,6/17/2017,06/10/2019
2923,North Carolina State University,1/17/2017,12/17/2018
2923,Northeastern University,11/11/2016,05/04/2019
2924,Florida State University,5/17/2016,4/19/2020
2924,"University of Illinois, Chicago (UIC)",6/25/2017,08/09/2019
2925,Brandeis University,03/12/2017,01/01/2019
2925,"Stony Brook University, State University of New York",10/02/2016,7/26/2019
2928,North Carolina State University,5/23/2017,04/07/2020
2929,Brandeis University,04/05/2017,8/31/2019
2929,University of Oklahoma,4/15/2017,02/08/2020
2930,University of Virginia,8/18/2017,11/10/2019
2930,University of Florida,07/10/2017,10/09/2018
2934,University of Michigan,6/29/2016,05/10/2018
2935,Florida State University,09/06/2016,11/08/2019
2935,Washington University in St. Louis,7/21/2016,11/16/2019
2935,University of Iowa,06/10/2016,03/06/2018
2936,University of Southern California,09/08/2017,6/25/2019
2936,Carnegie Mellon University,09/01/2016,2/20/2018
2938,Georgetown University,4/28/2016,4/15/2018
2938,Purdue University,12/20/2016,6/24/2018
2938,University of Washington,06/05/2017,11/14/2018
2943,University of Utah,08/05/2017,6/27/2019
2944,Yale University,1/20/2017,4/14/2020
2946,The University of Georgia,11/06/2017,05/06/2019
2947,University of Florida,11/13/2016,02/03/2019
2947,Brandeis University,9/13/2016,04/07/2018
2947,University of Minnesota,06/02/2016,5/27/2018
2953,Rice University,03/02/2017,1/18/2019
2954,"The University of Tennessee, Knoxville",11/09/2017,09/08/2018
2954,University of Wisconsin-Madison,12/24/2016,06/11/2018
2955,North Carolina State University,07/02/2016,1/24/2019
2955,University of Notre Dame,12/03/2016,3/20/2019
2956,Yale University,10/14/2017,1/30/2018
2956,"University of Maryland, Baltimore County",7/30/2017,10/10/2018
2959,Tufts University,12/04/2017,03/07/2018
2959,Oregon State University,7/29/2017,04/07/2019
2960,"University of Illinois, Chicago (UIC)",11/05/2016,03/07/2018
2960,Rice University,12/14/2017,10/07/2019
2960,University of Texas Dallas,8/16/2016,01/02/2020
2963,Brown University,06/01/2016,10/26/2019
2964,University of Delaware,08/05/2016,12/19/2018
2965,University of Notre Dame,11/22/2016,07/10/2019
2965,The University of Georgia,12/20/2016,11/30/2019
2969,North Carolina State University,11/12/2016,10/22/2018
2970,"University of California, Irvine",09/03/2017,05/01/2019
2972,New York University,11/11/2016,3/25/2019
2972,Duke University,10/28/2016,10/15/2018
2974,Wake Forest University,7/17/2016,10/26/2018
2976,University of Notre Dame,11/02/2016,1/27/2018
2976,University of New Mexico,08/01/2016,11/10/2019
2976,Iowa State University,05/11/2017,08/09/2019
2977,University of Wisconsin-Madison,6/27/2017,10/22/2019
2978,Wayne State University,4/21/2017,11/13/2019
2978,North Carolina State University,11/10/2016,6/16/2019
2979,Case Western Reserve University,3/26/2017,10/30/2018
2981,Dartmouth College,3/26/2017,12/25/2018
2982,Florida State University,07/07/2016,4/21/2019
2983,The University of Georgia,6/17/2017,03/02/2018
2986,Rutgers University - New Brunswick,02/10/2017,10/22/2019
2986,Brandeis University,10/26/2016,12/12/2018
2988,Massachusets Institute of Technology,12/05/2017,07/05/2019
2988,Indiana University Bloomington,11/01/2017,12/24/2019
2988,University of Texas Dallas,10/13/2017,12/02/2018
2989,Wayne State University,7/25/2016,4/26/2020
2990,The University of Georgia,9/17/2017,04/01/2020
2990,Michigan State University,8/22/2016,10/06/2018
2992,Wayne State University,10/28/2016,04/08/2018
2992,University of Virginia,09/12/2017,5/16/2019
2993,Purdue University,3/19/2017,1/27/2018
2993,North Carolina State University,07/07/2017,2/27/2020
2993,Wayne State University,2/20/2017,5/20/2018
2996,Drexel University,11/16/2017,11/24/2019
2996,University of Texas Dallas,7/31/2016,3/17/2020
2999,Howard University,01/10/2017,11/10/2018
3001,Rice University,10/16/2017,08/07/2018
3001,Columbia University,07/07/2016,12/25/2019
3001,University of Iowa,8/23/2016,4/13/2019
3002,Texas A&M University,5/28/2016,1/27/2019
3004,Brown University,05/03/2016,10/26/2018
3004,University of Chicago,06/11/2017,10/07/2019
3005,"University of California, Santa Cruz",12/29/2016,04/09/2018
3005,"University of Illinois, Chicago (UIC)",10/27/2017,1/22/2020
3005,Boston University,07/02/2016,03/12/2019
3007,Drexel University,06/09/2016,06/06/2018
3009,University of Oklahoma,08/12/2016,12/05/2018
3009,Washington University in St. Louis,5/16/2017,6/23/2018
3011,University of Michigan,4/16/2017,4/27/2018
3014,"University of California, Santa Cruz",10/25/2016,04/04/2018
3014,University of South Florida,6/18/2016,11/12/2018
3014,"University of California, San Diego (UCSD)",11/30/2016,09/02/2019
3015,The University of Arizona,09/10/2016,2/21/2020
3015,Wake Forest University,07/12/2017,02/04/2019
3021,University of Kansas,6/15/2017,07/04/2018
3023,University of Illinois at Urbana-Champaign,2/18/2017,2/24/2020
3023,University of Chicago,9/24/2016,10/15/2019
3028,University of Iowa,8/21/2016,7/23/2018
3029,Vanderbilt University,10/22/2017,11/09/2018
3029,University of Massachusetts Amherst,7/29/2017,09/06/2019
3030,University of Pittsburgh,03/08/2017,12/24/2019
3030,Drexel University,10/25/2016,3/30/2018
3030,"University of North Carolina, Chapel Hill",9/14/2016,03/01/2019
3031,Iowa State University,08/08/2016,5/30/2019
3035,University of Southern California,02/12/2017,4/27/2018
3037,Iowa State University,4/30/2016,02/05/2020
3037,Boston University,6/14/2016,10/26/2019
3039,University of Iowa,12/30/2016,7/28/2018
3039,University of Massachusetts Amherst,03/03/2017,12/11/2018
3039,Yale University,05/03/2017,5/21/2019
3045,Georgia Institute of Technology,11/30/2016,3/26/2018
3045,University of Notre Dame,9/16/2016,4/19/2018
3046,"University of California, Irvine",6/17/2016,2/22/2020
3049,University of Miami,06/05/2017,8/22/2018
3049,Boston College,11/26/2016,06/04/2019
3050,Pennsylvania State University,03/03/2017,7/13/2019
3056,University of South Florida,9/22/2016,11/10/2019
3056,University of Texas Dallas,05/06/2016,7/15/2019
3056,University of Virginia,4/14/2017,10/14/2018
3057,Case Western Reserve University,06/10/2017,11/16/2018
3058,Rice University,05/03/2016,6/18/2018
3058,Tufts University,4/29/2016,02/04/2019
3058,University of Minnesota,05/09/2016,06/12/2019
3059,Columbia University,12/12/2017,12/15/2019
3060,"The University of Tennessee, Knoxville",9/28/2016,8/28/2019
3060,Rice University,11/30/2017,1/13/2018
3060,University of Miami,12/23/2017,6/28/2019
3061,Washington State University,7/22/2017,4/22/2019
3061,University of Miami,11/09/2017,5/24/2018
3062,Purdue University,8/27/2017,9/17/2019
3063,Arizona State University,10/02/2016,8/13/2018
3066,University of Oklahoma,5/27/2016,1/15/2018
3070,Oregon State University,5/13/2016,12/29/2019
3071,University of Florida,7/20/2016,6/30/2018
3071,University at Buffalo SUNY,8/22/2016,3/13/2018
3071,University of Pennsylvania,9/19/2017,03/05/2020
3072,University of Wisconsin-Madison,05/03/2016,04/11/2018
3073,Michigan State University,07/06/2017,10/05/2018
3075,Columbia University,3/30/2017,3/25/2019
3076,Tulane University,07/02/2016,02/11/2020
3076,Lehigh University,03/07/2017,7/13/2019
3081,Cornell University,08/12/2016,05/05/2018
3082,Clark University,3/26/2017,01/06/2018
3083,Clark University,09/01/2016,4/17/2020
3083,Rensselaer Polytechnic University,01/05/2017,4/20/2019
3087,University of Connecticut,05/10/2017,06/06/2018
3093,Washington University in St. Louis,07/11/2016,10/20/2019
3095,Pennsylvania State University,8/24/2017,11/09/2019
3096,Florida State University,10/11/2016,3/13/2019
3097,Boston College,5/13/2016,2/27/2018
3100,Florida State University,5/16/2016,2/28/2018
3100,Howard University,12/17/2016,06/02/2018
3101,University of Chicago,3/22/2017,01/03/2018
3101,Brown University,10/28/2017,05/12/2019
3102,University of Virginia,5/20/2016,4/16/2020
3102,Rice University,10/01/2016,3/29/2019
3104,Drexel University,03/06/2017,4/26/2018
3104,"University of Maryland, College Park",4/23/2017,6/22/2019
3104,"University of North Carolina, Chapel Hill",10/12/2016,08/05/2018
3105,"The University of Tennessee, Knoxville",5/31/2017,03/03/2020
3107,University of Virginia,8/18/2016,7/22/2019
3108,George Washington University,5/29/2017,2/25/2019
3108,Pennsylvania State University,12/12/2017,02/03/2020
3109,University of South Florida,04/04/2017,1/26/2019
3110,University of New Mexico,12/15/2017,3/27/2018
3110,University of Notre Dame,10/25/2017,11/15/2019
3110,"University of Maryland, Baltimore County",10/12/2016,2/16/2020
3116,"University of California, Santa Cruz",7/13/2016,7/22/2018
3119,University of South Florida,4/19/2017,1/29/2019
3119,University of Utah,11/04/2016,11/12/2018
3119,University of New Mexico,5/13/2016,6/25/2018
3121,"The University of Tennessee, Knoxville",4/27/2016,6/25/2018
3121,Johns Hopkins University,6/14/2016,7/18/2019
3121,"University of California, Santa Cruz",10/26/2017,7/17/2019
3126,Rutgers University - New Brunswick,12/13/2017,2/23/2019
3127,Carnegie Mellon University,5/25/2016,6/14/2019
3131,The Katz School at Yeshiva University,11/08/2016,04/05/2020
3131,Wayne State University,06/09/2017,04/05/2020
3131,"University of California, Santa Cruz",5/24/2017,02/08/2019
3133,"University of Maryland, Baltimore County",12/17/2017,09/05/2019
3133,"University of California, Berkeley (UCB)",12/20/2016,1/27/2019
3134,Rice University,11/01/2017,6/25/2018
3134,University of Colorado Boulder,9/16/2016,11/23/2019
3134,"The University of Tennessee, Knoxville",11/02/2017,4/30/2018
3135,Clark University,07/09/2016,9/29/2019
3136,Brandeis University,4/14/2017,09/04/2018
3137,Iowa State University,07/08/2017,04/01/2018
3137,California Institute of Technology (Caltech),12/20/2017,6/28/2018
3138,University of Illinois at Urbana-Champaign,6/15/2017,3/17/2018
3140,"University of California, Irvine",7/19/2016,04/11/2019
3142,"University of California, Los Angeles (UCLA)",12/04/2016,07/10/2018
3143,University of Washington,07/02/2017,3/30/2020
3143,University of Utah,10/02/2016,5/19/2019
3143,University of South Florida,5/25/2016,1/21/2020
3144,University of Illinois at Urbana-Champaign,10/11/2017,07/10/2018
3144,University of South Florida,05/02/2017,4/19/2018
3144,Georgetown University,3/29/2017,11/22/2018
3145,University at Buffalo SUNY,2/26/2017,8/20/2018
3145,"Stony Brook University, State University of New York",12/29/2017,04/08/2018
3147,University of Vermont,12/13/2016,5/20/2018
3147,Wake Forest University,8/16/2017,01/12/2019
3154,"University of Maryland, College Park",08/01/2016,6/27/2018
3154,Rensselaer Polytechnic University,6/22/2016,04/04/2020
3156,Clark University,12/30/2016,3/27/2018
3156,University of Kansas,3/20/2017,4/20/2018
3156,Northwestern University,12/15/2016,5/22/2019
3162,Columbia University,10/29/2017,4/13/2019
3163,The University of Georgia,07/10/2016,12/27/2019
3164,North Carolina State University,1/15/2017,11/28/2019
3164,Brown University,09/02/2016,08/09/2018
3164,Indiana University Bloomington,6/28/2016,6/21/2018
3165,Pennsylvania State University,5/19/2017,12/25/2018
3166,Dartmouth College,12/16/2016,02/10/2020
3166,Carnegie Mellon University,10/22/2017,2/22/2018
3166,University of Pittsburgh,1/19/2017,05/02/2018
3167,Harvard University,12/05/2016,02/02/2020
3167,Carnegie Mellon University,10/31/2017,11/06/2019
3168,"University of Colorado, Denver",7/20/2017,04/02/2020
3168,California Institute of Technology (Caltech),4/30/2017,4/24/2018
