UserID,Workplace,StartTime,EndTime
1393,Team Guard SRL,1/22/2017,2/19/2020
1394,Areon Impex,12/30/2017,10/25/2019
1395,AECOM,8/13/2017,7/25/2018
1395,Leadertech Consulting,07/03/2016,2/25/2019
1395,Apple Inc.,7/28/2016,01/08/2019
1396,Metro Cash&Carry,11/06/2017,05/04/2018
1396,BuzzFeed,2/26/2017,03/04/2020
1396,21st Century Fox,9/17/2016,01/02/2019
1407,ENEL,5/15/2017,12/30/2018
1407,ExxonMobil,4/20/2017,2/15/2019
1407,Zepter,09/08/2016,1/20/2019
1412,Areon Impex,1/27/2017,10/27/2019
1412,Apple Inc.,5/16/2016,8/27/2018
1412,AECOM,06/06/2016,6/23/2019
1413,Carrefour,04/02/2017,01/10/2020
1413,Zepter,11/09/2016,5/30/2018
1413,UPC,12/17/2017,3/16/2019
1414,Demaco,09/09/2016,6/14/2018
1415,Areon Impex,08/11/2017,7/19/2018
1417,Comodo,08/01/2017,10/22/2018
1418,Danone,10/22/2017,11/29/2019
1418,Demaco,12/11/2017,08/02/2019
1420,Coca-Cola Company,10/05/2017,3/26/2020
1420,Zepter,11/30/2017,1/24/2018
1421,Telekom,11/01/2016,5/14/2019
1421,Metro Cash&Carry,6/18/2016,2/20/2020
1429,Boeing,2/18/2017,2/24/2018
1430,Biolife Grup,1/15/2017,04/09/2020
1430,Amazon.com,12/01/2017,04/06/2019
1430,BuzzFeed,09/12/2017,12/29/2018
1433,Zepter,7/22/2016,3/26/2019
1433,21st Century Fox,6/16/2017,04/02/2018
1433,ENEL,04/01/2017,4/27/2018
1434,AECOM,2/23/2017,09/03/2018
1436,Areon Impex,10/20/2017,8/29/2018
1439,ExxonMobil,2/26/2017,10/30/2019
1439,Metro Cash&Carry,12/30/2017,03/09/2018
1440,Danone,1/26/2017,10/03/2019
1441,CarMax,1/21/2017,04/02/2020
1441,It Smart Group,11/30/2017,2/16/2019
1444,Telekom,07/02/2016,07/08/2018
1446,Biolife Grup,12/28/2016,03/06/2018
1449,21st Century Fox,04/02/2017,7/30/2018
1450,Zepter,11/26/2016,1/28/2020
1451,Zepter,11/07/2017,3/18/2018
1452,Mars,12/23/2016,09/03/2019
1452,Global Print,8/21/2016,7/17/2018
1452,Boeing,8/27/2017,08/04/2018
1453,Danone,8/27/2017,2/20/2020
1454,Facebook,11/25/2016,12/13/2018
1455,Boeing,12/05/2017,01/10/2020
1455,Leadertech Consulting,1/18/2017,1/24/2019
1455,Biolife Grup,11/15/2016,3/31/2020
1456,Carrefour,12/03/2016,05/12/2018
1459,Carrefour,11/11/2016,08/03/2019
1459,Comcast,6/29/2017,4/16/2019
1459,UPC,08/02/2016,08/09/2018
1460,DynCorp,06/01/2017,2/21/2018
1463,Zepter,8/28/2016,8/18/2018
1464,Coca-Cola Company,6/26/2016,07/04/2019
1464,Telekom,12/18/2017,9/19/2018
1464,Leadertech Consulting,8/29/2017,1/20/2019
1465,Amazon.com,6/21/2017,2/20/2018
1465,Coca-Cola Company,12/08/2017,06/06/2019
1467,Facebook,06/02/2016,8/14/2018
1468,Amazon.com,10/04/2016,02/09/2018
1468,Coca-Cola Company,4/29/2017,08/03/2018
1468,Danone,3/14/2017,10/03/2019
1469,Areon Impex,12/01/2017,10/16/2019
1469,Comodo,12/16/2016,04/07/2018
1470,UPC,7/28/2016,9/19/2019
1470,Biolife Grup,4/13/2017,1/31/2019
1471,ExxonMobil,03/01/2017,1/27/2018
1471,Metro Cash&Carry,2/22/2017,12/27/2019
1472,AECOM,11/21/2016,02/11/2020
1472,Erickson,11/21/2016,09/06/2018
1478,Erickson,02/09/2017,4/15/2019
1480,Coca-Cola Company,05/11/2017,1/23/2020
1481,BuzzFeed,3/28/2017,11/21/2018
1483,It Smart Group,12/14/2017,05/04/2018
1484,Coca-Cola Company,9/23/2017,07/08/2018
1484,UPC,05/01/2017,12/13/2018
1484,21st Century Fox,12/11/2017,6/14/2018
1485,Comodo,12/31/2016,01/12/2018
1485,Team Guard SRL,3/20/2017,8/26/2019
1490,Biolife Grup,12/23/2016,3/17/2019
1490,Apple Inc.,11/13/2017,4/20/2018
1495,ENEL,10/25/2017,2/17/2018
1497,Demaco,02/09/2017,9/22/2018
1498,Global Print,11/29/2016,11/26/2018
1498,Demaco,10/18/2016,4/17/2018
1501,Comcast,9/13/2016,5/17/2018
1501,CarMax,5/19/2017,8/16/2018
1501,It Smart Group,11/08/2017,9/22/2019
1502,CarMax,05/10/2017,11/18/2019
1503,Carrefour,10/12/2016,4/16/2020
1503,Apple Inc.,9/23/2017,02/07/2018
1504,Facebook,10/29/2016,11/23/2019
1504,Coca-Cola Company,03/05/2017,11/27/2018
1505,Boeing,8/20/2017,8/13/2019
1505,21st Century Fox,10/09/2016,12/17/2019
1506,Mars,06/06/2016,9/29/2019
1506,Team Guard SRL,1/15/2017,07/08/2018
1506,Biolife Grup,5/29/2017,11/28/2018
1507,Apple Inc.,12/20/2017,08/07/2019
1507,Amazon.com,09/01/2016,5/21/2019
1507,Boeing,6/14/2017,9/28/2019
1508,Facebook,09/04/2016,05/10/2019
1508,Leadertech Consulting,6/28/2017,1/19/2019
1509,Comodo,01/08/2017,08/11/2018
1509,Team Guard SRL,5/25/2017,07/12/2018
1514,ExxonMobil,04/05/2017,04/07/2019
1514,Boeing,09/04/2016,3/29/2019
1516,Coca-Cola Company,7/26/2016,11/17/2018
1516,It Smart Group,12/24/2016,10/21/2019
1520,Global Print,12/14/2016,7/14/2018
1521,BuzzFeed,10/18/2016,08/12/2018
1522,Boeing,04/06/2017,7/31/2018
1523,Carrefour,11/03/2017,10/17/2018
1523,Leadertech Consulting,08/08/2016,3/24/2018
1523,Demaco,5/24/2016,10/16/2018
1524,AECOM,08/06/2016,8/22/2019
1524,Telekom,11/08/2017,9/25/2019
1524,UPC,04/09/2017,3/29/2018
1526,Carrefour,1/13/2017,03/11/2018
1527,Telekom,11/02/2017,5/21/2018
1528,Biolife Grup,10/19/2017,12/23/2019
1530,Metro Cash&Carry,07/05/2017,6/26/2018
1530,ENEL,1/22/2017,10/17/2019
1530,CarMax,2/21/2017,9/14/2018
1531,Telekom,12/23/2017,07/06/2018
1531,Coca-Cola Company,5/26/2017,08/02/2019
1532,Coca-Cola Company,7/22/2016,02/08/2019
1532,BuzzFeed,07/07/2017,10/01/2018
1533,Global Print,06/06/2016,1/26/2018
1533,Erickson,10/18/2017,01/12/2018
1537,Biolife Grup,8/19/2016,6/15/2019
1539,Facebook,10/26/2016,4/18/2018
1539,21st Century Fox,05/11/2016,11/22/2019
1539,ExxonMobil,10/20/2017,04/05/2020
1540,Telekom,10/11/2017,05/05/2018
1542,BuzzFeed,11/22/2016,12/12/2019
1542,Leadertech Consulting,5/22/2016,12/21/2019
1544,Danone,5/13/2017,1/20/2018
1545,DynCorp,12/29/2016,11/15/2019
1547,Leadertech Consulting,07/02/2016,2/24/2019
1548,Danone,3/22/2017,03/03/2018
1549,It Smart Group,3/17/2017,09/08/2018
1550,DynCorp,4/25/2017,3/25/2019
1550,ExxonMobil,12/11/2016,3/20/2018
1552,UPC,3/15/2017,3/31/2020
1553,DynCorp,4/19/2017,8/31/2018
1553,Amazon.com,9/16/2016,8/31/2018
1553,Global Print,12/01/2017,08/07/2018
1558,Facebook,5/14/2017,08/11/2019
1559,Vodafone,9/23/2017,2/25/2020
1559,Leadertech Consulting,12/08/2016,10/03/2019
1560,It Smart Group,10/01/2017,4/19/2019
1560,Global Print,6/30/2017,2/15/2018
1564,Global Print,5/17/2016,03/08/2020
1564,Vodafone,6/27/2017,07/01/2018
1564,21st Century Fox,9/30/2016,2/25/2019
1566,Danone,9/14/2016,11/29/2019
1567,Carrefour,12/29/2017,10/08/2018
1567,Leadertech Consulting,11/15/2016,11/29/2019
1567,ExxonMobil,12/18/2016,10/30/2018
1568,DynCorp,8/13/2016,11/11/2019
1568,Areon Impex,12/14/2017,8/17/2018
1569,Zepter,12/15/2016,11/18/2019
1569,Boeing,12/28/2016,01/08/2018
1569,Telekom,5/16/2017,2/13/2019
1570,Team Guard SRL,10/19/2017,11/04/2019
1570,Demaco,08/08/2016,11/25/2018
1570,Global Print,04/02/2017,04/01/2020
1571,Amazon.com,4/17/2017,12/22/2019
1574,Facebook,4/19/2017,9/28/2018
1575,CarMax,9/16/2016,4/20/2020
1578,AECOM,06/10/2016,02/03/2018
1580,Facebook,4/29/2016,04/03/2020
1580,AECOM,3/18/2017,5/14/2018
1582,AECOM,09/08/2016,4/23/2019
1585,UPC,3/19/2017,4/18/2019
1585,Demaco,03/11/2017,04/07/2019
1585,Facebook,03/05/2017,11/20/2018
1586,UPC,03/11/2017,7/19/2018
1587,DynCorp,8/27/2017,10/11/2018
1587,Carrefour,8/29/2016,12/08/2018
1587,Mars,09/05/2017,11/08/2018
1589,Vodafone,1/29/2017,9/24/2019
1589,Comodo,10/06/2016,01/08/2019
1589,ExxonMobil,11/20/2016,02/07/2019
1591,UPC,1/29/2017,2/15/2018
1591,Comcast,5/18/2017,08/02/2019
1592,Areon Impex,9/18/2016,2/27/2020
1596,Demaco,3/25/2017,05/11/2019
1596,Comcast,09/07/2016,3/19/2020
1596,Mars,07/07/2016,9/27/2019
1598,ENEL,12/25/2016,1/26/2020
1598,Demaco,06/08/2017,5/18/2018
1598,Comodo,11/03/2017,10/14/2018
1603,Zepter,12/25/2016,04/04/2018
1603,Team Guard SRL,5/25/2017,11/26/2018
1603,Metro Cash&Carry,08/04/2017,5/18/2019
1606,CarMax,10/14/2016,5/13/2018
1607,Danone,02/06/2017,03/06/2019
1607,Global Print,9/19/2017,3/17/2020
1607,21st Century Fox,05/11/2017,11/08/2019
1608,Telekom,01/11/2017,10/12/2018
1609,Comcast,05/10/2017,11/05/2018
1610,CarMax,12/01/2017,8/28/2018
1610,Vodafone,8/21/2016,2/24/2018
1614,Coca-Cola Company,12/17/2016,6/13/2019
1615,UPC,9/24/2016,10/04/2019
1616,ExxonMobil,10/03/2016,2/27/2019
1618,ExxonMobil,5/25/2017,06/02/2019
1620,Zepter,7/14/2017,12/20/2019
1620,Facebook,2/28/2017,03/11/2020
1620,ENEL,06/04/2017,03/10/2020
1622,Biolife Grup,4/13/2017,2/16/2019
1622,Zepter,05/06/2016,03/01/2019
1622,Facebook,01/05/2017,1/14/2019
1623,Carrefour,08/05/2017,08/12/2018
1625,Mars,10/07/2016,12/05/2019
1625,Facebook,11/15/2017,7/19/2019
1627,Comodo,09/10/2017,12/13/2019
1627,Team Guard SRL,8/21/2017,11/30/2018
1629,ExxonMobil,07/05/2016,2/26/2019
1629,Biolife Grup,12/03/2016,07/07/2018
1629,Zepter,10/02/2016,7/15/2019
1630,AECOM,05/04/2016,12/29/2019
1631,Areon Impex,04/11/2017,9/22/2018
1631,Leadertech Consulting,06/02/2016,7/26/2019
1633,Amazon.com,06/11/2017,01/08/2019
1633,Biolife Grup,12/27/2017,1/16/2019
1636,ExxonMobil,05/11/2017,12/28/2018
1636,Apple Inc.,6/15/2016,4/14/2020
1636,Carrefour,12/11/2017,4/29/2019
1637,Biolife Grup,6/29/2017,1/20/2020
1637,Demaco,08/11/2016,1/19/2020
1638,Team Guard SRL,8/26/2017,03/05/2018
1639,Demaco,5/29/2017,10/26/2019
1639,ENEL,6/27/2016,3/30/2020
1640,Apple Inc.,09/05/2017,01/07/2018
1640,Vodafone,10/10/2016,02/09/2019
1641,Boeing,10/30/2017,7/22/2018
1643,Mars,5/22/2017,2/13/2020
1646,Coca-Cola Company,07/09/2016,08/09/2019
1646,Biolife Grup,6/30/2017,02/07/2020
1646,Team Guard SRL,11/26/2016,07/01/2018
1647,Boeing,9/19/2017,1/23/2018
1649,Zepter,5/18/2017,01/03/2018
1649,Erickson,12/05/2017,06/03/2018
1649,Boeing,03/11/2017,05/03/2019
1651,Boeing,06/01/2017,3/23/2019
1652,Apple Inc.,9/13/2017,2/17/2020
1652,Telekom,11/22/2016,2/27/2019
1655,Metro Cash&Carry,10/02/2017,02/02/2019
1656,Mars,6/22/2017,12/15/2019
1657,Amazon.com,06/06/2016,1/24/2020
1658,UPC,5/18/2017,04/06/2019
1660,Biolife Grup,02/08/2017,3/31/2018
1660,Amazon.com,05/03/2017,2/21/2018
1660,Boeing,7/13/2017,3/18/2020
1662,Comodo,2/22/2017,5/23/2018
1662,Facebook,5/15/2017,11/14/2018
1663,Carrefour,4/26/2017,9/30/2018
1663,Boeing,12/15/2017,2/20/2020
1663,CarMax,03/08/2017,6/20/2019
1665,ENEL,8/28/2017,4/13/2019
1665,Telekom,7/21/2017,05/05/2018
1665,Comodo,12/14/2016,11/29/2018
1666,BuzzFeed,5/21/2017,3/17/2020
1666,Metro Cash&Carry,08/01/2017,03/10/2020
1666,It Smart Group,10/28/2016,10/27/2019
1667,Vodafone,07/10/2017,07/07/2018
1668,Zepter,10/17/2016,9/20/2018
1669,Leadertech Consulting,4/21/2017,07/04/2018
1669,DynCorp,2/14/2017,2/14/2019
1669,Erickson,10/26/2017,09/12/2019
1671,It Smart Group,5/22/2016,08/06/2019
1672,Team Guard SRL,12/03/2017,3/30/2019
1674,ENEL,12/20/2016,01/08/2019
1674,BuzzFeed,05/11/2016,9/21/2019
1677,ExxonMobil,4/23/2017,5/18/2019
1678,Telekom,9/25/2016,4/14/2020
1680,Facebook,10/31/2017,1/23/2020
1680,Comodo,6/18/2016,2/23/2020
1680,Global Print,10/27/2017,7/17/2019
1684,Danone,10/13/2017,03/10/2020
1684,Amazon.com,11/24/2016,05/07/2018
1684,Erickson,10/10/2016,05/05/2019
1687,Facebook,9/29/2016,2/23/2020
1687,Telekom,11/20/2017,3/16/2018
1688,Facebook,8/13/2017,08/01/2018
1691,Areon Impex,03/04/2017,01/08/2020
1692,Leadertech Consulting,6/23/2016,11/21/2018
1693,UPC,06/08/2017,9/27/2019
1693,It Smart Group,04/03/2017,04/03/2018
1694,Telekom,12/26/2016,9/14/2018
1695,Team Guard SRL,11/09/2016,10/02/2018
1695,Biolife Grup,11/30/2016,01/04/2018
1695,Mars,7/31/2016,03/03/2018
1697,Team Guard SRL,10/02/2016,4/22/2019
1697,Telekom,10/12/2017,3/14/2018
1697,ENEL,10/16/2017,03/04/2018
1698,Metro Cash&Carry,12/02/2016,1/24/2019
1707,Facebook,7/20/2016,3/25/2018
1708,It Smart Group,3/23/2017,9/18/2019
1709,Areon Impex,02/01/2017,10/01/2018
1711,BuzzFeed,12/30/2016,12/31/2018
1712,Amazon.com,06/08/2016,6/24/2019
1714,Biolife Grup,10/26/2016,01/09/2019
1714,ExxonMobil,7/13/2017,11/10/2019
1714,Erickson,1/29/2017,4/21/2018
1717,It Smart Group,11/01/2016,9/14/2018
1718,Coca-Cola Company,1/23/2017,09/10/2018
1719,Comodo,12/19/2016,2/27/2020
1719,Metro Cash&Carry,9/27/2016,01/11/2018
1719,CarMax,07/09/2017,4/28/2019
1721,Coca-Cola Company,08/06/2016,7/28/2018
1721,Leadertech Consulting,12/26/2016,2/15/2020
1721,Boeing,9/17/2016,11/18/2018
1723,AECOM,5/29/2016,07/06/2019
1723,Erickson,10/17/2016,04/08/2019
1723,Comcast,3/23/2017,5/21/2018
1724,21st Century Fox,10/20/2016,01/07/2019
1724,Zepter,12/10/2017,8/17/2019
1724,Team Guard SRL,9/30/2016,10/14/2018
1725,Facebook,5/22/2017,7/14/2019
1725,Vodafone,1/15/2017,5/13/2018
1731,Comcast,6/15/2016,01/08/2018
1731,Telekom,5/15/2016,4/26/2018
1731,CarMax,11/20/2017,07/03/2019
1733,Leadertech Consulting,06/09/2017,09/02/2019
1734,Facebook,10/22/2016,07/06/2018
1738,It Smart Group,3/22/2017,4/19/2020
1740,Vodafone,1/24/2017,6/17/2018
1741,21st Century Fox,12/27/2017,9/21/2019
1743,Apple Inc.,10/27/2016,6/29/2018
1743,It Smart Group,12/10/2016,06/01/2018
1744,Team Guard SRL,06/11/2016,1/31/2019
1745,Comodo,05/06/2017,01/04/2018
1745,Metro Cash&Carry,12/22/2016,06/11/2018
1748,Carrefour,10/18/2016,6/23/2018
1748,BuzzFeed,10/01/2017,08/05/2019
1748,Comcast,7/19/2017,1/24/2019
1749,DynCorp,11/18/2016,07/11/2019
1750,AECOM,2/21/2017,10/20/2019
1750,ENEL,5/19/2016,3/13/2018
1750,Mars,8/28/2016,9/13/2019
1757,Team Guard SRL,3/16/2017,8/24/2019
1758,Biolife Grup,1/17/2017,12/17/2018
1761,Biolife Grup,6/25/2017,08/09/2019
1762,ExxonMobil,03/12/2017,01/01/2019
1762,Vodafone,10/02/2016,7/26/2019
1763,Boeing,5/23/2017,04/07/2020
1763,Global Print,10/17/2016,02/02/2019
1767,Team Guard SRL,07/10/2017,10/09/2018
1767,Zepter,6/29/2016,05/10/2018
1770,AECOM,06/10/2016,03/06/2018
1770,ENEL,9/16/2017,12/30/2018
1770,Zepter,09/08/2017,6/25/2019
1771,UPC,09/01/2016,2/20/2018
1771,21st Century Fox,4/28/2016,4/15/2018
1772,Areon Impex,12/20/2016,6/24/2018
1773,ExxonMobil,06/05/2017,11/14/2018
1773,UPC,08/05/2017,6/27/2019
1777,Apple Inc.,9/13/2016,04/07/2018
1777,Amazon.com,11/16/2016,3/23/2019
1777,Vodafone,06/02/2016,5/27/2018
1779,Zepter,1/29/2017,1/27/2020
1780,Telekom,11/09/2017,09/08/2018
1780,Metro Cash&Carry,12/24/2016,06/11/2018
1781,Telekom,07/02/2016,1/24/2019
1781,UPC,5/26/2017,07/01/2019
1781,Amazon.com,5/20/2016,3/17/2020
1783,Global Print,10/14/2017,1/30/2018
1783,Comcast,7/30/2017,10/10/2018
1784,Apple Inc.,12/04/2017,03/07/2018
1784,Comcast,7/29/2017,04/07/2019
1787,It Smart Group,8/16/2016,01/02/2020
1789,ExxonMobil,06/04/2017,02/03/2018
1790,Telekom,07/02/2017,12/12/2018
1790,UPC,9/16/2017,4/15/2020
1791,Coca-Cola Company,10/25/2016,11/16/2019
1791,Apple Inc.,12/02/2016,11/14/2019
1791,Mars,08/05/2016,12/19/2018
1793,ENEL,12/20/2016,11/30/2019
1793,DynCorp,11/12/2016,10/22/2018
1793,BuzzFeed,09/03/2017,05/01/2019
1795,Coca-Cola Company,10/28/2016,10/15/2018
1799,Leadertech Consulting,10/08/2016,6/15/2018
1799,Boeing,05/11/2017,08/09/2019
1800,Facebook,6/27/2017,10/22/2019
1800,UPC,4/21/2017,11/13/2019
1800,Leadertech Consulting,11/25/2017,04/12/2020
1802,It Smart Group,11/10/2016,6/16/2019
1804,Danone,3/26/2017,10/30/2018
1804,Carrefour,3/26/2017,12/25/2018
1805,Demaco,12/21/2017,03/05/2020
1805,Erickson,1/24/2017,12/31/2018
1809,Team Guard SRL,12/28/2017,10/30/2019
1809,AECOM,5/26/2017,10/21/2018
1809,ENEL,02/05/2017,03/10/2018
1810,CarMax,10/26/2016,12/12/2018
1811,Team Guard SRL,12/05/2017,07/05/2019
1813,Danone,10/19/2016,06/07/2019
1813,Mars,11/01/2017,12/24/2019
1814,Areon Impex,10/13/2017,12/02/2018
1816,CarMax,9/17/2017,04/01/2020
1816,DynCorp,12/25/2017,03/08/2018
1816,Apple Inc.,1/19/2017,11/05/2019
1818,Danone,10/28/2016,04/08/2018
1818,Global Print,09/12/2017,5/16/2019
1818,Areon Impex,3/19/2017,1/27/2018
1819,DynCorp,07/07/2017,2/27/2020
1819,ExxonMobil,2/20/2017,5/20/2018
1820,Areon Impex,11/16/2017,11/24/2019
1822,Metro Cash&Carry,5/18/2016,2/16/2019
1823,Coca-Cola Company,7/31/2016,3/17/2020
1823,AECOM,01/10/2017,11/10/2018
1825,Comodo,07/07/2016,12/25/2019
1825,Vodafone,12/25/2016,10/29/2018
1827,Team Guard SRL,09/09/2017,7/30/2019
1828,DynCorp,5/28/2016,1/27/2019
1833,Mars,07/02/2016,03/12/2019
1833,Team Guard SRL,06/09/2016,06/06/2018
1834,Amazon.com,12/10/2016,12/05/2019
1834,ExxonMobil,09/09/2017,3/20/2019
1834,Team Guard SRL,08/12/2016,12/05/2018
1835,Global Print,5/16/2017,6/23/2018
1835,Mars,4/16/2017,4/27/2018
1836,Comodo,10/25/2016,04/04/2018
1836,CarMax,01/02/2017,9/23/2018
1836,Global Print,6/18/2016,11/12/2018
1837,It Smart Group,11/30/2016,09/02/2019
1837,Comodo,09/10/2016,2/21/2020
1838,Comodo,07/12/2017,02/04/2019
1838,Team Guard SRL,6/15/2017,07/04/2018
1838,Telekom,2/18/2017,2/24/2020
1839,Zepter,9/24/2016,10/15/2019
1839,BuzzFeed,11/30/2016,4/23/2020
1840,Team Guard SRL,8/21/2016,7/23/2018
1840,Vodafone,10/22/2017,11/09/2018
1841,Mars,7/29/2017,09/06/2019
1841,Comcast,9/26/2017,3/25/2020
1842,Leadertech Consulting,10/16/2016,8/31/2018
1842,Mars,6/27/2016,05/05/2018
1844,Apple Inc.,05/09/2016,8/23/2019
1844,It Smart Group,10/13/2016,3/18/2018
1846,Telekom,4/14/2017,09/11/2018
1846,Demaco,10/25/2016,3/30/2018
1846,Erickson,9/23/2017,12/19/2018
1848,Facebook,11/21/2016,4/20/2019
1852,ENEL,02/12/2017,4/27/2018
1852,Erickson,10/16/2016,2/18/2018
1854,Global Print,6/14/2016,10/26/2019
1854,Team Guard SRL,12/30/2016,7/28/2018
1854,ENEL,02/06/2017,10/27/2019
1857,Areon Impex,1/23/2017,1/29/2018
1857,DynCorp,06/03/2016,11/24/2018
1858,It Smart Group,05/03/2017,5/21/2019
1858,DynCorp,06/07/2017,10/03/2018
1860,Leadertech Consulting,9/16/2016,4/19/2018
1862,Demaco,8/25/2017,1/23/2018
1862,Comodo,6/17/2016,2/22/2020
1862,Erickson,06/05/2017,8/22/2018
1864,Facebook,03/03/2017,7/13/2019
1865,Facebook,06/09/2017,1/21/2018
1866,Mars,9/22/2016,11/10/2019
1866,Amazon.com,05/06/2016,7/15/2019
1866,21st Century Fox,4/14/2017,10/14/2018
1867,Apple Inc.,06/10/2017,11/16/2018
1867,Erickson,05/03/2016,6/18/2018
1868,Biolife Grup,4/29/2016,02/04/2019
1869,It Smart Group,05/09/2016,06/12/2019
1871,Coca-Cola Company,3/30/2017,3/28/2020
1872,Areon Impex,11/15/2017,02/03/2019
1872,Comodo,12/12/2017,12/15/2019
1874,Apple Inc.,11/30/2017,1/13/2018
1874,Telekom,12/23/2017,6/28/2019
1874,Team Guard SRL,11/13/2016,9/17/2018
1877,Metro Cash&Carry,08/05/2016,7/31/2018
1878,Coca-Cola Company,09/04/2017,10/23/2019
1878,Telekom,08/08/2016,8/16/2019
1879,Team Guard SRL,6/23/2017,03/05/2019
1879,Mars,3/16/2017,7/29/2018
1879,Erickson,09/05/2017,07/01/2018
1883,DynCorp,10/02/2016,8/13/2018
1883,Mars,03/06/2017,5/14/2018
1883,BuzzFeed,5/27/2016,1/15/2018
1885,Zepter,7/20/2016,6/30/2018
1885,Facebook,8/22/2016,07/09/2019
1886,BuzzFeed,8/22/2016,3/13/2018
1886,Mars,9/19/2017,03/05/2020
1886,Carrefour,05/03/2016,04/11/2018
1889,Telekom,3/30/2017,3/25/2019
1895,Biolife Grup,08/12/2016,05/05/2018
1895,Zepter,3/26/2017,01/06/2018
1897,Carrefour,01/10/2017,3/14/2018
1901,BuzzFeed,01/05/2017,4/20/2019
1901,Comodo,05/10/2017,06/06/2018
1902,Biolife Grup,03/08/2017,1/20/2018
1902,21st Century Fox,07/11/2016,10/20/2019
1903,Metro Cash&Carry,8/24/2017,11/09/2019
1908,Vodafone,3/22/2017,01/03/2018
1909,CarMax,10/28/2017,05/12/2019
1909,Comodo,5/20/2016,4/16/2020
1909,Global Print,11/12/2016,9/19/2018
1910,Global Print,10/01/2016,3/29/2019
1912,Erickson,4/23/2017,6/22/2019
1913,Danone,4/25/2017,12/27/2018
1914,Carrefour,10/12/2016,08/05/2018
1915,Erickson,5/31/2017,03/03/2020
1915,Telekom,8/18/2016,7/22/2019
1915,Zepter,5/29/2017,2/25/2019
1916,ExxonMobil,11/16/2016,1/31/2019
1916,BuzzFeed,12/12/2017,02/03/2020
1918,Metro Cash&Carry,12/15/2017,3/27/2018
1918,Global Print,10/25/2017,11/15/2019
1922,CarMax,6/16/2016,5/22/2019
1923,BuzzFeed,4/19/2017,1/29/2019
1923,Boeing,11/04/2016,11/12/2018
1923,CarMax,5/13/2016,6/25/2018
1925,Coca-Cola Company,6/14/2016,7/18/2019
1925,AECOM,10/26/2017,7/17/2019
1925,Facebook,12/13/2017,2/23/2019
1926,Metro Cash&Carry,5/25/2016,6/14/2019
1926,BuzzFeed,11/08/2016,04/05/2020
1926,Carrefour,06/09/2017,04/05/2020
1929,Comcast,12/17/2017,09/05/2019
1929,Apple Inc.,12/20/2016,1/27/2019
1932,Global Print,06/06/2016,3/28/2018
1935,Mars,08/06/2016,09/04/2019
1935,Danone,12/08/2017,5/20/2018
1935,DynCorp,05/04/2017,11/06/2019
1937,ExxonMobil,05/09/2017,11/01/2019
1941,Vodafone,10/09/2017,10/04/2018
1942,Areon Impex,07/04/2017,04/01/2019
1942,Mars,07/09/2016,9/29/2019
1943,Global Print,4/14/2017,09/04/2018
1943,AECOM,07/08/2017,04/01/2018
1944,Leadertech Consulting,12/20/2017,6/28/2018
1944,ENEL,3/18/2017,11/12/2019
1944,Mars,6/15/2017,3/17/2018
1950,Telekom,10/11/2017,07/10/2018
1952,Comcast,3/29/2017,11/22/2018
1953,Vodafone,2/26/2017,8/20/2018
1953,Coca-Cola Company,7/20/2016,01/02/2018
1954,Erickson,12/29/2017,04/08/2018
1954,Mars,12/13/2016,5/20/2018
1960,Vodafone,03/03/2017,2/25/2019
1960,Metro Cash&Carry,08/11/2017,3/31/2020
1961,Carrefour,4/16/2017,9/14/2019
1961,Coca-Cola Company,11/14/2017,3/30/2020
1965,Vodafone,10/29/2017,4/13/2019
1970,Biolife Grup,10/13/2016,4/19/2020
1970,Vodafone,1/27/2017,8/17/2018
1970,BuzzFeed,5/19/2017,12/25/2018
1971,Leadertech Consulting,12/16/2016,02/10/2020
1973,Team Guard SRL,10/09/2016,3/20/2020
1973,Vodafone,6/25/2016,10/26/2018
1975,BuzzFeed,12/02/2017,09/02/2018
1976,CarMax,10/22/2017,2/22/2018
1979,ExxonMobil,12/27/2016,1/23/2020
1980,Leadertech Consulting,12/05/2016,02/02/2020
1981,AECOM,10/31/2017,11/06/2019
1982,Amazon.com,7/20/2017,04/02/2020
1982,Coca-Cola Company,08/07/2017,4/27/2019
1986,Facebook,3/22/2017,12/16/2018
1990,ENEL,10/12/2016,4/13/2019
1990,Leadertech Consulting,4/27/2016,2/24/2019
1990,Zepter,4/27/2017,1/14/2020
1993,Apple Inc.,08/09/2017,08/11/2018
1993,Global Print,06/01/2016,12/17/2018
1994,AECOM,1/18/2017,04/07/2018
1994,Global Print,12/15/2016,01/08/2020
1994,BuzzFeed,5/29/2017,11/18/2018
1996,Global Print,12/05/2017,8/16/2018
1996,Vodafone,4/19/2017,07/04/2018
1996,BuzzFeed,7/13/2016,1/23/2019
1997,ExxonMobil,9/22/2016,4/28/2019
1997,Telekom,11/14/2016,5/16/2019
1999,Danone,5/17/2016,04/05/2018
2000,Amazon.com,08/05/2016,11/27/2019
2000,Vodafone,11/05/2017,05/08/2019
2000,Mars,07/02/2017,10/31/2019
2001,Amazon.com,10/27/2016,05/02/2018
2002,Team Guard SRL,11/09/2017,12/20/2018
2003,Leadertech Consulting,12/13/2017,02/01/2019
2003,Apple Inc.,12/29/2017,6/27/2019
2006,Comcast,9/16/2016,10/13/2018
2007,Team Guard SRL,01/11/2017,6/24/2018
2007,Carrefour,11/11/2017,02/08/2018
2010,Global Print,11/20/2017,10/16/2019
2010,Telekom,01/05/2017,5/17/2018
